Commit A,Commit B,Benchmark,Del Func >= X,New Func >= X,Reached Del Func >= X,Top Chg by Call >= X%,Top > X% by Call Chg by >= 10%,Top Chg by Instr >= X%,Top Chg Len >= X%,Top Reached Chg Len >= X%,Hit/Dismiss
b4f61b7f,dec366c9,p4001-diff-no-index.sh-perf-report,1641,1040,11,0.13,0.13,False,1.0,1.0,0
b4f61b7f,dec366c9,p4205-log-pretty-formats.sh-perf-report,1641,1040,35,0.41,0.41,False,1.0,1.0,0
b4f61b7f,dec366c9,p4211-line-log.sh-perf-report,1641,1040,40,7.86,7.86,False,1.0,1.0,0
b4f61b7f,dec366c9,p4220-log-grep-engines.sh-perf-report,1641,1040,28,5.48,0.33,False,1.0,1.0,0
b4f61b7f,dec366c9,p4221-log-grep-engines-fixed.sh-perf-report,1641,1040,37,6.27,0.25,False,1.0,1.0,0
b4f61b7f,dec366c9,p5302-pack-index.sh-perf-report,1641,1040,40,36.2,36.2,False,1.0,1.0,0
b4f61b7f,dec366c9,p5303-many-packs.sh-perf-report,1641,1040,63,3.85,3.85,False,1.0,1.0,0
b4f61b7f,dec366c9,p5310-pack-bitmaps.sh-perf-report,1641,1040,50,11.7,11.7,False,1.0,1.0,0
b4f61b7f,dec366c9,p5550-fetch-tags.sh-perf-report,1641,1040,45,6.16,6.16,False,1.0,1.0,0
b4f61b7f,dec366c9,p7000-filter-branch.sh-perf-report,1641,1040,79,14.46,14.46,False,1.0,1.0,0
b4f61b7f,dec366c9,p7300-clean.sh-perf-report,1641,1040,25,0.45,0.18,False,1.0,1.0,0
b4f61b7f,dec366c9,p7519-fsmonitor.sh-perf-report,1641,1040,20,4.1,4.1,False,1.0,1.0,0
b4f61b7f,dec366c9,p7810-grep.sh-perf-report,1641,1040,18,0.07,0.07,False,1.0,1.0,0
b4f61b7f,dec366c9,p7820-grep-engines.sh-perf-report,1641,1040,13,0.85,0.23,False,1.0,1.0,0
b4f61b7f,dec366c9,p7821-grep-engines-fixed.sh-perf-report,1641,1040,13,2.44,0.31,False,1.0,1.0,0
dec366c9,c6342e05,p0000-perf-lib-sanity.sh-perf-report,1133,1837,9,0.08,0.08,False,1.0,1.0,0
dec366c9,c6342e05,p0001-rev-list.sh-perf-report,1133,1837,24,12.45,12.45,False,1.0,1.0,0
dec366c9,c6342e05,p3400-rebase.sh-perf-report,1133,1837,45,4.25,4.25,False,1.0,1.0,1
dec366c9,c6342e05,p3404-rebase-interactive.sh-perf-report,1133,1837,41,6.15,6.15,False,1.0,1.0,1
dec366c9,c6342e05,p4000-diff-algorithms.sh-perf-report,1133,1837,42,9.5,1.72,False,1.0,1.0,1
dec366c9,c6342e05,p4001-diff-no-index.sh-perf-report,1133,1837,7,0.14,0.14,False,1.0,1.0,0
dec366c9,c6342e05,p4211-line-log.sh-perf-report,1133,1837,31,7.74,7.74,False,1.0,1.0,1
dec366c9,c6342e05,p5302-pack-index.sh-perf-report,1133,1837,35,0.32,0.32,False,1.0,1.0,1
dec366c9,c6342e05,p5303-many-packs.sh-perf-report,1133,1837,63,13.41,5.22,False,1.0,1.0,0
dec366c9,c6342e05,p5310-pack-bitmaps.sh-perf-report,1133,1837,45,5.4,5.4,False,1.0,1.0,1
dec366c9,c6342e05,p5550-fetch-tags.sh-perf-report,1133,1837,37,5.17,5.17,False,1.0,1.0,1
dec366c9,c6342e05,p7000-filter-branch.sh-perf-report,1133,1837,40,2.72,1.86,False,1.0,1.0,1
dec366c9,c6342e05,p7300-clean.sh-perf-report,1133,1837,20,0.35,0.35,False,1.0,1.0,1
dec366c9,c6342e05,p7810-grep.sh-perf-report,1133,1837,17,0.02,0.02,False,1.0,1.0,1
08e66700,82b6803a,p0003-delta-base-cache.sh-perf-report,150,80,1,2.46,0.34,False,1.0,1.0,0
08e66700,82b6803a,p0006-read-tree-checkout.sh-perf-report,150,80,2,0.33,0.04,False,1.0,1.0,0
08e66700,82b6803a,p3400-rebase.sh-perf-report,150,80,9,0.33,0.11,False,1.0,1.0,0
08e66700,82b6803a,p3404-rebase-interactive.sh-perf-report,150,80,5,0.28,0.11,False,1.0,0.1875,0
08e66700,82b6803a,p4000-diff-algorithms.sh-perf-report,150,80,1,0.49,0.07,False,1.0,1.0,0
08e66700,82b6803a,p4205-log-pretty-formats.sh-perf-report,150,80,1,0.7,0.39,False,1.0,1.0,0
08e66700,82b6803a,p4211-line-log.sh-perf-report,150,80,1,2.5,0.3,False,1.0,1.0,0
08e66700,82b6803a,p4221-log-grep-engines-fixed.sh-perf-report,150,80,1,0.6,0.05,False,1.0,1.0,0
08e66700,82b6803a,p5303-many-packs.sh-perf-report,150,80,8,0.16,0.01,False,1.0,1.0,0
08e66700,82b6803a,p5310-pack-bitmaps.sh-perf-report,150,80,5,0.06,0.01,False,1.0,1.0,0
08e66700,82b6803a,p5551-fetch-rescan.sh-perf-report,150,80,5,0.86,0.86,False,1.0,1.0,0
08e66700,82b6803a,p7000-filter-branch.sh-perf-report,150,80,8,0.03,0.02,False,1.0,0.1875,0
08e66700,82b6803a,p7300-clean.sh-perf-report,150,80,1,0.17,0.17,False,1.0,0.22784810126582278,0
644eb60b,64668546,p0001-rev-list.sh-perf-report,96,166,2,0.28,0.04,False,1.0,1.0,0
644eb60b,64668546,p0005-status.sh-perf-report,96,166,2,0.46,0.01,False,1.0,0.25,0
644eb60b,64668546,p0006-read-tree-checkout.sh-perf-report,96,166,3,0.18,0.04,False,1.0,1.0,0
644eb60b,64668546,p3400-rebase.sh-perf-report,96,166,3,0.39,0.07,False,1.0,1.0,0
644eb60b,64668546,p3404-rebase-interactive.sh-perf-report,96,166,4,0.31,0.09,False,1.0,0.25,1
644eb60b,64668546,p4211-line-log.sh-perf-report,96,166,1,1.79,0.13,False,1.0,1.0,1
644eb60b,64668546,p5310-pack-bitmaps.sh-perf-report,96,166,7,0.07,0.01,False,1.0,1.0,0
644eb60b,64668546,p7000-filter-branch.sh-perf-report,96,166,9,0.32,0.01,False,1.0,1.0,0
644eb60b,64668546,p7300-clean.sh-perf-report,96,166,1,0.18,0.18,False,1.0,0.22784810126582278,0
936d1b98,fb2afea3,p0001-rev-list.sh-perf-report,30,17,1,0.01,0.01,False,1.0,0.25,0
936d1b98,fb2afea3,p0003-delta-base-cache.sh-perf-report,30,17,1,0.03,0.01,False,1.0,1.0,0
936d1b98,fb2afea3,p3404-rebase-interactive.sh-perf-report,30,17,1,0.03,0.03,False,1.0,1.0,0
936d1b98,fb2afea3,p4211-line-log.sh-perf-report,30,17,1,3.43,0.01,False,1.0,1.0,0
936d1b98,fb2afea3,p5310-pack-bitmaps.sh-perf-report,30,17,1,0.01,0.01,False,1.0,0.25,0
fb2afea3,74dea0e1,p0000-perf-lib-sanity.sh-perf-report,1418,911,9,0.15,0.15,False,1.0,1.0,0
fb2afea3,74dea0e1,p0001-rev-list.sh-perf-report,1418,911,26,7.03,7.03,False,1.0,1.0,0
fb2afea3,74dea0e1,p0003-delta-base-cache.sh-perf-report,1418,911,46,2.29,0.33,False,1.0,1.0,0
fb2afea3,74dea0e1,p0004-lazy-init-name-hash.sh-perf-report,1418,911,13,0.06,0.06,False,1.0,1.0,0
fb2afea3,74dea0e1,p0005-status.sh-perf-report,1418,911,23,0.47,0.24,False,1.0,1.0,0
fb2afea3,74dea0e1,p0006-read-tree-checkout.sh-perf-report,1418,911,28,7.56,7.56,False,1.0,1.0,0
fb2afea3,74dea0e1,p0007-write-cache.sh-perf-report,1418,911,1,0.02,0.02,False,1.0,1.0,0
fb2afea3,74dea0e1,p0071-sort.sh-perf-report,1418,911,8,0.04,0.04,False,1.0,1.0,0
fb2afea3,74dea0e1,p3400-rebase.sh-perf-report,1418,911,72,8.95,8.95,False,1.0,1.0,0
fb2afea3,74dea0e1,p3404-rebase-interactive.sh-perf-report,1418,911,41,14.5,14.5,False,1.0,1.0,0
fb2afea3,74dea0e1,p4000-diff-algorithms.sh-perf-report,1418,911,37,19.67,1.17,False,1.0,1.0,0
fb2afea3,74dea0e1,p4001-diff-no-index.sh-perf-report,1418,911,14,0.18,0.18,False,1.0,1.0,0
fb2afea3,74dea0e1,p4205-log-pretty-formats.sh-perf-report,1418,911,23,0.75,0.47,False,1.0,1.0,0
fb2afea3,74dea0e1,p4211-line-log.sh-perf-report,1418,911,39,3.44,3.44,False,1.0,1.0,0
fb2afea3,74dea0e1,p4220-log-grep-engines.sh-perf-report,1418,911,23,5.33,0.26,False,1.0,1.0,0
fb2afea3,74dea0e1,p4221-log-grep-engines-fixed.sh-perf-report,1418,911,27,5.65,0.27,False,1.0,1.0,0
fb2afea3,74dea0e1,p5302-pack-index.sh-perf-report,1418,911,45,38.21,38.21,False,1.0,1.0,0
fb2afea3,74dea0e1,p5303-many-packs.sh-perf-report,1418,911,89,15.1,2.45,False,1.0,1.0,0
fb2afea3,74dea0e1,p5310-pack-bitmaps.sh-perf-report,1418,911,51,10.33,10.33,False,1.0,1.0,0
fb2afea3,74dea0e1,p5550-fetch-tags.sh-perf-report,1418,911,38,0.43,0.43,False,1.0,1.0,0
fb2afea3,74dea0e1,p5551-fetch-rescan.sh-perf-report,1418,911,30,2.04,2.04,False,1.0,1.0,0
fb2afea3,74dea0e1,p7000-filter-branch.sh-perf-report,1418,911,55,12.57,12.57,False,1.0,1.0,0
fb2afea3,74dea0e1,p7300-clean.sh-perf-report,1418,911,24,0.47,0.47,False,1.0,1.0,0
fb2afea3,74dea0e1,p7810-grep.sh-perf-report,1418,911,14,0.06,0.06,False,1.0,1.0,0
fb2afea3,74dea0e1,p7820-grep-engines.sh-perf-report,1418,911,13,1.58,0.29,False,1.0,1.0,0
fb2afea3,74dea0e1,p7821-grep-engines-fixed.sh-perf-report,1418,911,12,5.73,0.71,False,1.0,1.0,0
74dea0e1,f55e84ff,p0000-perf-lib-sanity.sh-perf-report,926,1446,4,0.18,0.18,False,1.0,1.0,1
74dea0e1,f55e84ff,p0001-rev-list.sh-perf-report,926,1446,23,13.28,13.28,False,1.0,1.0,0
74dea0e1,f55e84ff,p0003-delta-base-cache.sh-perf-report,926,1446,42,7.5,0.46,False,1.0,1.0,1
74dea0e1,f55e84ff,p3400-rebase.sh-perf-report,926,1446,48,2.02,2.02,False,1.0,1.0,1
74dea0e1,f55e84ff,p3404-rebase-interactive.sh-perf-report,926,1446,35,5.22,5.22,False,1.0,1.0,1
74dea0e1,f55e84ff,p4000-diff-algorithms.sh-perf-report,926,1446,32,11.43,1.35,False,1.0,1.0,1
74dea0e1,f55e84ff,p4001-diff-no-index.sh-perf-report,926,1446,5,0.21,0.21,False,1.0,1.0,0
74dea0e1,f55e84ff,p4211-line-log.sh-perf-report,926,1446,30,5.6,0.64,False,1.0,1.0,1
74dea0e1,f55e84ff,p5302-pack-index.sh-perf-report,926,1446,27,11.91,11.91,False,1.0,1.0,0
74dea0e1,f55e84ff,p5303-many-packs.sh-perf-report,926,1446,59,14.7,6.18,False,1.0,1.0,1
74dea0e1,f55e84ff,p5310-pack-bitmaps.sh-perf-report,926,1446,47,6.8,6.8,False,1.0,1.0,1
74dea0e1,f55e84ff,p5550-fetch-tags.sh-perf-report,926,1446,42,5.22,5.22,False,1.0,1.0,1
74dea0e1,f55e84ff,p7000-filter-branch.sh-perf-report,926,1446,42,2.72,2.72,False,1.0,1.0,1
74dea0e1,f55e84ff,p7300-clean.sh-perf-report,926,1446,16,0.47,0.36,False,1.0,1.0,1
74dea0e1,f55e84ff,p7810-grep.sh-perf-report,926,1446,13,0.03,0.03,False,1.0,1.0,0
f55e84ff,eab3f285,p0001-rev-list.sh-perf-report,164,90,1,0.25,0.03,False,1.0,0.25,0
f55e84ff,eab3f285,p0003-delta-base-cache.sh-perf-report,164,90,1,2.41,0.21,False,1.0,1.0,0
f55e84ff,eab3f285,p0005-status.sh-perf-report,164,90,1,0.28,0.06,False,1.0,0.125,0
f55e84ff,eab3f285,p0006-read-tree-checkout.sh-perf-report,164,90,1,0.26,0.02,False,1.0,0.1875,0
f55e84ff,eab3f285,p3400-rebase.sh-perf-report,164,90,5,0.31,0.06,False,1.0,1.0,0
f55e84ff,eab3f285,p3404-rebase-interactive.sh-perf-report,164,90,1,0.37,0.04,False,1.0,0.1875,0
f55e84ff,eab3f285,p4000-diff-algorithms.sh-perf-report,164,90,2,1.9,0.04,False,1.0,1.0,0
f55e84ff,eab3f285,p4205-log-pretty-formats.sh-perf-report,164,90,1,0.69,0.45,False,1.0,1.0,0
f55e84ff,eab3f285,p4211-line-log.sh-perf-report,164,90,1,3.56,0.21,False,1.0,1.0,0
f55e84ff,eab3f285,p4220-log-grep-engines.sh-perf-report,164,90,1,0.69,0.01,False,1.0,1.0,0
f55e84ff,eab3f285,p4221-log-grep-engines-fixed.sh-perf-report,164,90,1,0.72,0.04,False,1.0,1.0,0
f55e84ff,eab3f285,p5303-many-packs.sh-perf-report,164,90,8,0.12,0.01,False,1.0,0.34545454545454546,0
f55e84ff,eab3f285,p5310-pack-bitmaps.sh-perf-report,164,90,6,0.05,0.01,False,1.0,1.0,0
f55e84ff,eab3f285,p5551-fetch-rescan.sh-perf-report,164,90,3,0.32,0.32,False,1.0,1.0,0
f55e84ff,eab3f285,p7300-clean.sh-perf-report,164,90,1,0.16,0.16,False,1.0,0.22784810126582278,0
65170c07,b6825b5c,p0001-rev-list.sh-perf-report,90,164,1,0.26,0.02,False,1.0,0.25,0
65170c07,b6825b5c,p0005-status.sh-perf-report,90,164,1,0.45,0.06,False,1.0,1.0,0
65170c07,b6825b5c,p0006-read-tree-checkout.sh-perf-report,90,164,3,0.22,0.05,False,1.0,0.25,1
65170c07,b6825b5c,p3400-rebase.sh-perf-report,90,164,6,0.38,0.06,False,1.0,1.0,0
65170c07,b6825b5c,p3404-rebase-interactive.sh-perf-report,90,164,6,0.26,0.07,False,1.0,0.1875,1
65170c07,b6825b5c,p4000-diff-algorithms.sh-perf-report,90,164,1,1.75,0.05,False,1.0,1.0,0
65170c07,b6825b5c,p5310-pack-bitmaps.sh-perf-report,90,164,6,0.07,0.01,False,1.0,1.0,0
65170c07,b6825b5c,p7000-filter-branch.sh-perf-report,90,164,9,0.33,0.01,False,1.0,0.25,0
65170c07,b6825b5c,p7300-clean.sh-perf-report,90,164,1,0.17,0.17,False,1.0,0.25,0
b6825b5c,1feb0617,p0003-delta-base-cache.sh-perf-report,165,91,2,2.35,0.25,False,1.0,1.0,0
b6825b5c,1feb0617,p0005-status.sh-perf-report,165,91,1,0.52,0.09,False,1.0,1.0,0
b6825b5c,1feb0617,p0006-read-tree-checkout.sh-perf-report,165,91,3,0.29,0.03,False,1.0,0.1875,0
b6825b5c,1feb0617,p3400-rebase.sh-perf-report,165,91,5,0.3,0.09,False,1.0,1.0,0
b6825b5c,1feb0617,p3404-rebase-interactive.sh-perf-report,165,91,3,0.33,0.07,False,1.0,0.1875,0
b6825b5c,1feb0617,p4000-diff-algorithms.sh-perf-report,165,91,2,2.04,0.05,False,1.0,1.0,0
b6825b5c,1feb0617,p4205-log-pretty-formats.sh-perf-report,165,91,1,0.76,0.41,False,1.0,1.0,0
b6825b5c,1feb0617,p4211-line-log.sh-perf-report,165,91,2,3.49,0.23,False,1.0,1.0,0
b6825b5c,1feb0617,p4221-log-grep-engines-fixed.sh-perf-report,165,91,1,0.78,0.04,False,1.0,1.0,0
b6825b5c,1feb0617,p5310-pack-bitmaps.sh-perf-report,165,91,6,0.06,0.01,False,1.0,1.0,0
b6825b5c,1feb0617,p5551-fetch-rescan.sh-perf-report,165,91,4,1.33,1.33,False,1.0,1.0,0
b6825b5c,1feb0617,p7300-clean.sh-perf-report,165,91,1,0.12,0.12,False,1.0,0.22784810126582278,0
1feb0617,7dbe8c80,p0001-rev-list.sh-perf-report,90,164,1,0.25,0.03,False,1.0,0.25,0
1feb0617,7dbe8c80,p0005-status.sh-perf-report,90,164,1,0.44,0.06,False,1.0,1.0,0
1feb0617,7dbe8c80,p0006-read-tree-checkout.sh-perf-report,90,164,4,0.2,0.03,False,1.0,0.25,0
1feb0617,7dbe8c80,p3400-rebase.sh-perf-report,90,164,10,0.37,0.06,False,1.0,1.0,0
1feb0617,7dbe8c80,p3404-rebase-interactive.sh-perf-report,90,164,8,0.25,0.11,False,1.0,0.25,1
1feb0617,7dbe8c80,p4000-diff-algorithms.sh-perf-report,90,164,1,1.84,0.04,False,1.0,1.0,0
1feb0617,7dbe8c80,p4205-log-pretty-formats.sh-perf-report,90,164,1,0.79,0.13,False,1.0,1.0,0
1feb0617,7dbe8c80,p4211-line-log.sh-perf-report,90,164,1,4.9,0.13,False,1.0,0.25,0
1feb0617,7dbe8c80,p5303-many-packs.sh-perf-report,90,164,13,0.13,0.01,False,1.0,0.34545454545454546,0
1feb0617,7dbe8c80,p5310-pack-bitmaps.sh-perf-report,90,164,7,0.06,0.01,False,1.0,1.0,0
1feb0617,7dbe8c80,p7000-filter-branch.sh-perf-report,90,164,9,0.29,0.01,False,1.0,1.0,0
1feb0617,7dbe8c80,p7300-clean.sh-perf-report,90,164,1,0.16,0.16,False,1.0,0.22784810126582278,0
a923e059,ed1e5282,p0003-delta-base-cache.sh-perf-report,90,43,1,0.04,0.01,False,1.0,1.0,0
a923e059,ed1e5282,p0006-read-tree-checkout.sh-perf-report,90,43,2,0.1,0.05,False,1.0,1.0,0
a923e059,ed1e5282,p3400-rebase.sh-perf-report,90,43,3,0.2,0.05,False,1.0,1.0,0
a923e059,ed1e5282,p3404-rebase-interactive.sh-perf-report,90,43,1,0.08,0.04,False,1.0,0.1875,0
a923e059,ed1e5282,p4000-diff-algorithms.sh-perf-report,90,43,1,1.99,1.05,False,1.0,0.11538461538461539,0
a923e059,ed1e5282,p4211-line-log.sh-perf-report,90,43,1,3.55,0.01,False,1.0,1.0,0
ed1e5282,4c267f2a,p0003-delta-base-cache.sh-perf-report,99,72,1,2.6,0.24,False,1.0,1.0,0
ed1e5282,4c267f2a,p0006-read-tree-checkout.sh-perf-report,99,72,2,0.18,0.02,False,1.0,0.16666666666666666,0
ed1e5282,4c267f2a,p3400-rebase.sh-perf-report,99,72,9,0.36,0.01,False,1.0,1.0,0
ed1e5282,4c267f2a,p3404-rebase-interactive.sh-perf-report,99,72,5,0.32,0.02,False,1.0,0.208955223880597,0
ed1e5282,4c267f2a,p4000-diff-algorithms.sh-perf-report,99,72,2,0.52,0.06,False,1.0,1.0,0
ed1e5282,4c267f2a,p4205-log-pretty-formats.sh-perf-report,99,72,1,0.81,0.48,False,1.0,1.0,0
ed1e5282,4c267f2a,p4211-line-log.sh-perf-report,99,72,1,2.38,0.25,False,1.0,1.0,0
ed1e5282,4c267f2a,p4221-log-grep-engines-fixed.sh-perf-report,99,72,1,0.75,0.05,False,1.0,1.0,0
ed1e5282,4c267f2a,p5310-pack-bitmaps.sh-perf-report,99,72,6,0.06,0.01,False,1.0,1.0,0
ed1e5282,4c267f2a,p7300-clean.sh-perf-report,99,72,1,0.01,0.01,False,1.0,0.1875,0
1bba0013,ee5462d6,p0006-read-tree-checkout.sh-perf-report,68,114,1,0.27,0.04,False,1.0,0.1875,0
1bba0013,ee5462d6,p3404-rebase-interactive.sh-perf-report,68,114,3,0.24,0.07,False,1.0,1.0,0
1bba0013,ee5462d6,p5303-many-packs.sh-perf-report,68,114,8,0.14,0.01,False,1.0,0.16666666666666666,0
1bba0013,ee5462d6,p7000-filter-branch.sh-perf-report,68,114,6,0.27,0.01,False,1.0,0.1875,0
1bba0013,ee5462d6,p7300-clean.sh-perf-report,68,114,1,0.16,0.16,False,1.0,0.22784810126582278,0
ee5462d6,61061abb,p0001-rev-list.sh-perf-report,32,89,4,2.62,2.62,False,1.0,1.0,0
ee5462d6,61061abb,p0005-status.sh-perf-report,32,89,2,0.04,0.04,False,1.0,1.0,0
ee5462d6,61061abb,p0006-read-tree-checkout.sh-perf-report,32,89,3,0.04,0.02,False,1.0,1.0,1
ee5462d6,61061abb,p4211-line-log.sh-perf-report,32,89,3,3.49,0.01,False,1.0,1.0,0
ee5462d6,61061abb,p5302-pack-index.sh-perf-report,32,89,3,0.02,0.02,False,1.0,1.0,0
ee5462d6,61061abb,p5303-many-packs.sh-perf-report,32,89,4,1.16,1.16,False,1.0,1.0,0
ee5462d6,61061abb,p5310-pack-bitmaps.sh-perf-report,32,89,4,1.42,1.42,False,1.0,1.0,1
29533fb1,a8b8b6b8,p0000-perf-lib-sanity.sh-perf-report,560,351,7,0.1,0.1,False,1.0,1.0,0
29533fb1,a8b8b6b8,p0001-rev-list.sh-perf-report,560,351,21,2.22,2.22,False,1.0,1.0,0
29533fb1,a8b8b6b8,p0003-delta-base-cache.sh-perf-report,560,351,25,2.42,0.34,False,1.0,1.0,0
29533fb1,a8b8b6b8,p0004-lazy-init-name-hash.sh-perf-report,560,351,6,0.05,0.05,False,1.0,1.0,0
29533fb1,a8b8b6b8,p0005-status.sh-perf-report,560,351,12,0.67,0.22,False,1.0,1.0,0
29533fb1,a8b8b6b8,p0006-read-tree-checkout.sh-perf-report,560,351,17,0.39,0.16,False,1.0,1.0,0
29533fb1,a8b8b6b8,p0071-sort.sh-perf-report,560,351,5,0.1,0.1,False,1.0,1.0,0
29533fb1,a8b8b6b8,p3400-rebase.sh-perf-report,560,351,32,0.43,0.43,False,1.0,1.0,0
29533fb1,a8b8b6b8,p3404-rebase-interactive.sh-perf-report,560,351,18,0.5,0.5,False,1.0,1.0,0
29533fb1,a8b8b6b8,p4000-diff-algorithms.sh-perf-report,560,351,27,2.22,1.06,False,1.0,1.0,0
29533fb1,a8b8b6b8,p4001-diff-no-index.sh-perf-report,560,351,6,0.14,0.14,False,1.0,1.0,0
29533fb1,a8b8b6b8,p4205-log-pretty-formats.sh-perf-report,560,351,21,0.71,0.46,False,1.0,1.0,0
29533fb1,a8b8b6b8,p4211-line-log.sh-perf-report,560,351,27,3.57,0.41,False,1.0,1.0,0
29533fb1,a8b8b6b8,p4220-log-grep-engines.sh-perf-report,560,351,19,5.26,0.2,False,1.0,1.0,0
29533fb1,a8b8b6b8,p4221-log-grep-engines-fixed.sh-perf-report,560,351,19,6.37,0.19,False,1.0,1.0,0
29533fb1,a8b8b6b8,p5302-pack-index.sh-perf-report,560,351,29,0.06,0.06,False,1.0,1.0,0
29533fb1,a8b8b6b8,p5303-many-packs.sh-perf-report,560,351,44,15.25,0.92,False,1.0,1.0,0
29533fb1,a8b8b6b8,p5310-pack-bitmaps.sh-perf-report,560,351,32,1.43,1.43,False,1.0,1.0,0
29533fb1,a8b8b6b8,p5550-fetch-tags.sh-perf-report,560,351,19,0.06,0.06,False,1.0,1.0,0
29533fb1,a8b8b6b8,p5551-fetch-rescan.sh-perf-report,560,351,15,1.15,1.15,False,1.0,1.0,0
29533fb1,a8b8b6b8,p7000-filter-branch.sh-perf-report,560,351,28,0.18,0.18,False,1.0,1.0,0
29533fb1,a8b8b6b8,p7300-clean.sh-perf-report,560,351,7,0.34,0.34,False,1.0,1.0,0
29533fb1,a8b8b6b8,p7810-grep.sh-perf-report,560,351,7,0.03,0.03,False,1.0,1.0,0
29533fb1,a8b8b6b8,p7820-grep-engines.sh-perf-report,560,351,7,0.52,0.07,False,1.0,1.0,0
29533fb1,a8b8b6b8,p7821-grep-engines-fixed.sh-perf-report,560,351,4,0.75,0.09,False,1.0,1.0,0
677c7079,e2a5a028,p0000-perf-lib-sanity.sh-perf-report,259,363,9,0.1,0.1,False,1.0,1.0,0
677c7079,e2a5a028,p0001-rev-list.sh-perf-report,259,363,17,0.53,0.53,False,1.0,1.0,0
677c7079,e2a5a028,p0003-delta-base-cache.sh-perf-report,259,363,27,7.16,0.39,False,1.0,1.0,0
677c7079,e2a5a028,p0004-lazy-init-name-hash.sh-perf-report,259,363,6,0.01,0.01,False,1.0,1.0,0
677c7079,e2a5a028,p0005-status.sh-perf-report,259,363,15,0.4,0.4,False,1.0,1.0,0
677c7079,e2a5a028,p0006-read-tree-checkout.sh-perf-report,259,363,17,0.33,0.33,False,1.0,1.0,0
677c7079,e2a5a028,p0071-sort.sh-perf-report,259,363,8,0.03,0.03,False,1.0,1.0,0
677c7079,e2a5a028,p3400-rebase.sh-perf-report,259,363,25,1.04,1.04,False,1.0,1.0,0
677c7079,e2a5a028,p3404-rebase-interactive.sh-perf-report,259,363,17,0.9,0.9,False,1.0,1.0,0
677c7079,e2a5a028,p4000-diff-algorithms.sh-perf-report,259,363,26,1.64,0.23,False,1.0,1.0,0
677c7079,e2a5a028,p4001-diff-no-index.sh-perf-report,259,363,6,0.06,0.06,False,1.0,1.0,0
677c7079,e2a5a028,p4205-log-pretty-formats.sh-perf-report,259,363,22,1.11,1.11,False,1.0,1.0,0
677c7079,e2a5a028,p4211-line-log.sh-perf-report,259,363,21,4.16,0.5,False,1.0,1.0,0
677c7079,e2a5a028,p4220-log-grep-engines.sh-perf-report,259,363,19,5.38,0.49,False,1.0,1.0,0
677c7079,e2a5a028,p4221-log-grep-engines-fixed.sh-perf-report,259,363,22,6.24,0.6,False,1.0,1.0,0
677c7079,e2a5a028,p5302-pack-index.sh-perf-report,259,363,22,0.11,0.11,False,1.0,1.0,0
677c7079,e2a5a028,p5303-many-packs.sh-perf-report,259,363,34,14.6,0.96,False,1.0,1.0,0
677c7079,e2a5a028,p5310-pack-bitmaps.sh-perf-report,259,363,27,1.56,0.41,False,1.0,1.0,0
677c7079,e2a5a028,p5550-fetch-tags.sh-perf-report,259,363,23,5.21,5.21,False,1.0,1.0,0
677c7079,e2a5a028,p7000-filter-branch.sh-perf-report,259,363,26,1.3,1.3,False,1.0,1.0,0
677c7079,e2a5a028,p7300-clean.sh-perf-report,259,363,10,0.45,0.45,False,1.0,1.0,0
677c7079,e2a5a028,p7810-grep.sh-perf-report,259,363,9,0.03,0.03,False,1.0,1.0,0
677c7079,e2a5a028,p7820-grep-engines.sh-perf-report,259,363,9,2.57,0.02,False,1.0,1.0,0
677c7079,e2a5a028,p7821-grep-engines-fixed.sh-perf-report,259,363,11,11.26,0.09,False,1.0,1.0,0
e2a5a028,9336281c,p0001-rev-list.sh-perf-report,102,207,4,2.58,2.58,False,1.0,1.0,1
e2a5a028,9336281c,p0005-status.sh-perf-report,102,207,1,0.61,0.15,False,1.0,1.0,0
e2a5a028,9336281c,p0006-read-tree-checkout.sh-perf-report,102,207,4,0.11,0.1,False,1.0,1.0,1
e2a5a028,9336281c,p3400-rebase.sh-perf-report,102,207,4,0.34,0.06,False,1.0,1.0,0
e2a5a028,9336281c,p3404-rebase-interactive.sh-perf-report,102,207,2,0.5,0.04,False,1.0,0.375,1
e2a5a028,9336281c,p4000-diff-algorithms.sh-perf-report,102,207,1,1.78,0.05,False,1.0,1.0,0
e2a5a028,9336281c,p4211-line-log.sh-perf-report,102,207,2,4.75,0.17,False,1.0,1.0,1
e2a5a028,9336281c,p5302-pack-index.sh-perf-report,102,207,6,0.02,0.02,False,1.0,1.0,0
e2a5a028,9336281c,p5303-many-packs.sh-perf-report,102,207,13,1.03,1.03,False,1.0,1.0,0
e2a5a028,9336281c,p5310-pack-bitmaps.sh-perf-report,102,207,9,1.26,1.26,False,1.0,1.0,1
e2a5a028,9336281c,p7000-filter-branch.sh-perf-report,102,207,8,0.59,0.03,False,1.0,0.34545454545454546,1
e2a5a028,9336281c,p7300-clean.sh-perf-report,102,207,1,0.19,0.19,False,1.0,0.2962962962962963,1
c7b4d79c,6de5aafd,p0000-perf-lib-sanity.sh-perf-report,1003,707,13,0.1,0.1,False,1.0,1.0,0
c7b4d79c,6de5aafd,p0001-rev-list.sh-perf-report,1003,707,27,2.3,2.3,False,1.0,1.0,0
c7b4d79c,6de5aafd,p0003-delta-base-cache.sh-perf-report,1003,707,49,2.43,0.29,False,1.0,1.0,0
